chr1:1718760-1718880	GNB1_Ex_11
chr11:32456456-32456576	WT1_Ex_1
chr11:32456576-32456696	WT1_Ex_1
chr11:32456696-32456816	WT1_Ex_1
chr11:32456816-32456936	WT1_Ex_1
chr11:33469821-33469940	chr11p13
chr11:34516191-34516310	chr11p13
chr11:35399916-35400035	chr11p13
chr11:36472993-36473112	chr11p12
chr11:37116756-37116875	chr11p12
chr11:37733249-37733368	chr11p12
chr11:38507801-38507920	chr11p12
chr11:39611341-39611460	chr11p12
chr11:40410861-40410980	chr11p12
chr11:41164721-41164840	chr11p12
chr11:42369581-42369700	chr11p12
chr11:43708086-43708205	chr11p11.2
chr11:44354537-44354656	chr11p11.2
chr11:45246810-45246929	chr11p11.2
chr11:47889486-47889605	chr11p11.2
chr11:48510595-48510714	chr11p11.2
chr11:49325913-49326032	chr11p11.12
chr11:50140378-50140497	chr11p11.12
chr11:55170283-55170402	chr11q11
chr11:56038286-56038405	chr11q12.1
chr11:56806212-56806331	chr11q12.1
chr11:58006681-58006800	chr11q12.1
chr11:59483634-59483753	chr11q12.1
chr11:60537519-60537638	chr11q12.2
chr11:61437029-61437148	chr11q12.2
chr11:62179312-62179431	chr11q12.3
chr11:62987579-62987698	chr11q12.3
chr11:64144466-64144585	chr11q12.3
chr11:64533280-64533400	SF1_Ex_13
chr11:64533400-64533520	SF1_Ex_13
chr11:64533520-64533640	SF1_Ex_13
chr11:64534342-64534462	SF1_Ex_12
chr11:64534462-64534582	SF1_Ex_12
chr11:64534634-64534754	SF1_Ex_11
chr11:64535023-64535143	SF1_Ex_10
chr11:64535143-64535263	SF1_Ex_10
chr11:64535263-64535383	SF1_Ex_10
chr11:64535548-64535668	SF1_Ex_9
chr11:64535668-64535788	SF1_Ex_9
chr11:64536484-64536604	SF1_Ex_8
chr11:64536635-64536755	SF1_Ex_7
chr11:64536755-64536875	SF1_Ex_7
chr11:64536888-64537008	SF1_Ex_6
chr11:64537008-64537128	SF1_Ex_6
chr11:64537406-64537526	SF1_Ex_5
chr11:64537688-64537808	SF1_Ex_4
chr11:64537808-64537928	SF1_Ex_4
chr11:64540872-64540992	SF1_Ex_3
chr11:64543920-64544040	SF1_Ex_2
chr11:64544040-64544160	SF1_Ex_2
chr11:64545774-64545894	SF1_Ex_1
chr11:64951368-64951487	chr11q13.1
chr11:65754003-65754122	chr11q13.1
chr11:66675931-66676050	chr11p13.2
chr11:67482703-67482822	chr11p13.2
chr11:68295842-68295961	chr11p13.2
chr11:69676327-69676446	chr11p13.3
chr11:70519565-70519684	chr11p13.4
chr11:72185203-72185322	chr11p13.4
chr11:72945961-72946080	chr11p13.4
chr11:73785267-73785386	chr11p13.4
chr11:74391716-74391835	chr11p13.4
chr11:74994018-74994137	chr11p13.4
chr11:76358853-76358972	chr11p13.5
chr11:77638408-77638527	chr11p14.1
chr11:78360110-78360229	chr11p14.1
chr11:79427373-79427492	chr11p14.1
chr11:80267231-80267350	chr11p14.1
chr11:81100141-81100260	chr11p14.1
chr11:81940682-81940801	chr11p14.1
chr11:82557536-82557655	chr11p14.1
chr11:83980022-83980141	chr11p14.1
chr11:84825508-84825627	chr11p14.1
chr11:85831374-85831493	chr11p14.2
chr11:85956212-85956332	EED_Ex_1
chr11:85956332-85956452	EED_Ex_1
chr11:85961328-85961448	EED_Ex_2
chr11:85961448-85961568	EED_Ex_2
chr11:85963180-85963300	EED_Ex_3
chr11:85966224-85966344	EED_Ex_4
chr11:85967369-85967489	EED_Ex_5
chr11:85967489-85967609	EED_Ex_5
chr11:85968547-85968667	EED_Ex_6
chr11:85975194-85975314	EED_Ex_7
chr11:85977065-85977185	EED_Ex_8
chr11:85977185-85977305	EED_Ex_8
chr11:85979488-85979608	EED_Ex_9
chr11:85988002-85988122	EED_Ex_10
chr11:85988122-85988242	EED_Ex_10
chr11:85988950-85989070	EED_Ex_11
chr11:85989431-85989551	EED_Ex_12
chr11:85989551-85989671	EED_Ex_12
chr11:86969331-86969450	chr11p14.2
chr11:88283831-88283950	chr11p14.2
chr11:89203387-89203506	chr11p14.3
chr11:90620007-90620126	chr11p14.3
chr11:91440596-91440715	chr11p14.3
chr11:92568493-92568612	chr11p14.3
chr11:93363191-93363310	chr11q21
chr11:94189622-94189741	chr11q21
chr11:95316222-95316341	chr11q21
chr11:96272559-96272678	chr11q21
chr11:97493717-97493836	chr11q22.1
chr11:98346047-98346166	chr11q22.1
chr11:99215100-99215219	chr11q22.1
chr11:100428884-100429003	chr11q22.1
chr11:101636189-101636308	chr11q22.1
chr11:102370095-102370214	chr11q22.2
chr11:103119362-103119481	chr11q22.3
chr11:103952928-103953047	chr11q22.3
chr11:104694941-104695060	chr11q22.3
chr11:105349248-105349367	chr11q22.3
chr11:106318595-106318714	chr11q22.3
chr11:107590160-107590279	chr11q22.3
chr11:108345456-108345575	chr11q22.3
chr11:108947054-108947173	chr11q22.3
chr11:109809356-109809475	chr11q22.3
chr11:110644473-110644592	chr11q23.1
chr11:111341230-111341349	chr11q23.1
chr11:112038027-112038146	chr11q23.1
chr11:112835737-112835856	chr11q23.2
chr11:113707140-113707259	chr11q23.2
chr11:114587095-114587214	chr11q23.3
chr11:115938093-115938212	chr11q23.3
chr11:116812065-116812184	chr11q23.3
chr11:118148087-118148206	chr11q23.3
chr11:118307208-118307328	KMT2A_Ex_1
chr11:118307328-118307448	KMT2A_Ex_1
chr11:118307448-118307568	KMT2A_Ex_1
chr11:118307568-118307688	KMT2A_Ex_1
chr11:118339470-118339590	KMT2A_Ex_2
chr11:118342317-118342437	KMT2A_Ex_3
chr11:118342437-118342557	KMT2A_Ex_3
chr11:118342557-118342677	KMT2A_Ex_3
chr11:118342677-118342797	KMT2A_Ex_3
chr11:118342797-118342917	KMT2A_Ex_3
chr11:118342917-118343037	KMT2A_Ex_3
chr11:118343037-118343157	KMT2A_Ex_3
chr11:118343157-118343277	KMT2A_Ex_3
chr11:118343277-118343397	KMT2A_Ex_3
chr11:118343397-118343517	KMT2A_Ex_3
chr11:118343517-118343637	KMT2A_Ex_3
chr11:118343637-118343757	KMT2A_Ex_3
chr11:118343757-118343877	KMT2A_Ex_3
chr11:118343877-118343997	KMT2A_Ex_3
chr11:118343997-118344117	KMT2A_Ex_3
chr11:118344117-118344237	KMT2A_Ex_3
chr11:118344237-118344357	KMT2A_Ex_3
chr11:118344357-118344477	KMT2A_Ex_3
chr11:118344477-118344597	KMT2A_Ex_3
chr11:118344597-118344717	KMT2A_Ex_3
chr11:118344717-118344837	KMT2A_Ex_3
chr11:118344837-118344957	KMT2A_Ex_3
chr11:118344957-118345077	KMT2A_Ex_3
chr11:118347500-118347620	KMT2A_Ex_4
chr11:118347620-118347740	KMT2A_Ex_4
chr11:118348642-118348762	KMT2A_Ex_5
chr11:118348762-118348882	KMT2A_Ex_5
chr11:118348882-118349002	KMT2A_Ex_5
chr11:118350869-118350989	KMT2A_Ex_6
chr11:118352390-118352510	KMT2A_Ex_7
chr11:118352510-118352630	KMT2A_Ex_7
chr11:118352630-118352750	KMT2A_Ex_7
chr11:118352750-118352870	KMT2A_Ex_7
chr11:118353127-118353247	KMT2A_Ex_8
chr11:118354828-118354948	KMT2A_Ex_9
chr11:118354948-118355068	KMT2A_Ex_9
chr11:118355487-118355607	KMT2A_Ex_10
chr11:118355607-118355727	KMT2A_Ex_10
chr11:118359279-118359399	KMT2A_Ex_11
chr11:118359399-118359519	KMT2A_Ex_11
chr11:118360497-118360617	KMT2A_Ex_12
chr11:118360804-118360924	KMT2A_Ex_13
chr11:118360924-118361044	KMT2A_Ex_13
chr11:118361861-118361981	KMT2A_Ex_14
chr11:118361981-118362101	KMT2A_Ex_14
chr11:118362419-118362539	KMT2A_Ex_15
chr11:118362539-118362659	KMT2A_Ex_15
chr11:118363762-118363882	KMT2A_Ex_16
chr11:118363882-118364002	KMT2A_Ex_16
chr11:118364993-118365113	KMT2A_Ex_17
chr11:118365379-118365499	KMT2A_Ex_18
chr11:118366395-118366515	KMT2A_Ex_19
chr11:118366515-118366635	KMT2A_Ex_19
chr11:118366966-118367086	KMT2A_Ex_20
chr11:118368631-118368751	KMT2A_Ex_21
chr11:118368751-118368871	KMT2A_Ex_21
chr11:118369015-118369135	KMT2A_Ex_22
chr11:118369135-118369255	KMT2A_Ex_22
chr11:118369978-118370098	KMT2A_Ex_23
chr11:118370098-118370218	KMT2A_Ex_23
chr11:118370540-118370660	KMT2A_Ex_24
chr11:118371682-118371802	KMT2A_Ex_25
chr11:118371802-118371922	KMT2A_Ex_25
chr11:118372377-118372497	KMT2A_Ex_26
chr11:118372497-118372617	KMT2A_Ex_26
chr11:118373073-118373193	KMT2A_Ex_27
chr11:118373193-118373313	KMT2A_Ex_27
chr11:118373313-118373433	KMT2A_Ex_27
chr11:118373433-118373553	KMT2A_Ex_27
chr11:118373553-118373673	KMT2A_Ex_27
chr11:118373673-118373793	KMT2A_Ex_27
chr11:118373793-118373913	KMT2A_Ex_27
chr11:118373913-118374033	KMT2A_Ex_27
chr11:118374033-118374153	KMT2A_Ex_27
chr11:118374153-118374273	KMT2A_Ex_27
chr11:118374273-118374393	KMT2A_Ex_27
chr11:118374393-118374513	KMT2A_Ex_27
chr11:118374513-118374633	KMT2A_Ex_27
chr11:118374633-118374753	KMT2A_Ex_27
chr11:118374753-118374873	KMT2A_Ex_27
chr11:118374873-118374993	KMT2A_Ex_27
chr11:118374993-118375113	KMT2A_Ex_27
chr11:118375113-118375233	KMT2A_Ex_27
chr11:118375233-118375353	KMT2A_Ex_27
chr11:118375353-118375473	KMT2A_Ex_27
chr11:118375473-118375593	KMT2A_Ex_27
chr11:118375593-118375713	KMT2A_Ex_27
chr11:118375713-118375833	KMT2A_Ex_27
chr11:118375833-118375953	KMT2A_Ex_27
chr11:118375953-118376073	KMT2A_Ex_27
chr11:118376073-118376193	KMT2A_Ex_27
chr11:118376193-118376313	KMT2A_Ex_27
chr11:118376313-118376433	KMT2A_Ex_27
chr11:118376433-118376553	KMT2A_Ex_27
chr11:118376553-118376673	KMT2A_Ex_27
chr11:118376673-118376793	KMT2A_Ex_27
chr11:118376793-118376913	KMT2A_Ex_27
chr11:118376913-118377033	KMT2A_Ex_27
chr11:118377033-118377153	KMT2A_Ex_27
chr11:118377153-118377273	KMT2A_Ex_27
chr11:118377273-118377393	KMT2A_Ex_27
chr11:118378224-118378344	KMT2A_Ex_28
chr11:118379841-118379961	KMT2A_Ex_29
chr11:118380653-118380773	KMT2A_Ex_30
chr11:118380773-118380893	KMT2A_Ex_30
chr11:118382636-118382756	KMT2A_Ex_31
chr11:118390273-118390393	KMT2A_Ex_32
chr11:118390393-118390513	KMT2A_Ex_32
chr11:118390662-118390782	KMT2A_Ex_33
chr11:118391487-118391607	KMT2A_Ex_34
chr11:118391973-118392093	KMT2A_Ex_35
chr11:118392093-118392213	KMT2A_Ex_35
chr11:118392582-118392702	KMT2A_Ex_36
chr11:118392702-118392822	KMT2A_Ex_36
chr11:118392822-118392942	KMT2A_Ex_36
chr11:118755679-118755798	chr11q23.3
chr11:119077108-119077228	CBL_Ex_1
chr11:119077228-119077348	CBL_Ex_1
chr11:119103098-119103218	CBL_Ex_2
chr11:119103218-119103338	CBL_Ex_2
chr11:119103338-119103458	CBL_Ex_2
chr11:119142385-119142505	CBL_Ex_3
chr11:119142505-119142625	CBL_Ex_3
chr11:119144498-119144618	CBL_Ex_4
chr11:119144618-119144738	CBL_Ex_4
chr11:119145492-119145612	CBL_Ex_5
chr11:119145612-119145732	CBL_Ex_5
chr11:119146657-119146777	CBL_Ex_6
chr11:119146777-119146897	CBL_Ex_6
chr11:119148437-119148557	CBL_Ex_7
chr11:119148866-119148986	CBL_Ex_8
chr11:119148986-119149106	CBL_Ex_8
chr11:119149210-119149330	CBL_Ex_9
chr11:119149330-119149450	CBL_Ex_9
chr11:119560390-119560509	chr11q23.3
chr11:120408012-120408131	chr11q23.3
chr11:121231754-121231873	chr11q24.1
chr11:121906544-121906663	chr11q24.1
chr11:122626375-122626494	chr11q24.1
chr11:123455050-123455169	chr11q24.1
chr11:124313019-124313138	chr11q24.2
chr11:124967428-124967547	chr11q24.2
chr11:126257024-126257143	chr11q24.2
chr11:127169901-127170020	chr11q24.2
chr11:127909337-127909456	chr11q24.3
chr11:128759109-128759228	chr11q24.3
chr11:129592421-129592540	chr11q24.3
chr11:130271619-130271738	chr11q24.3
chr11:131246503-131246622	chr11q25
chr11:132046203-132046322	chr11q25
chr11:132682158-132682277	chr11q25
chr11:133488856-133488975	chr11q25
chr11:134336828-134336947	chr11q25
chr12:298441-298560	chr12p13.33
chr12:974296-974415	chr12p13.33
chr12:1607435-1607554	chr12p13.33
chr12:2557870-2557989	chr12p13.33
chr12:3569386-3569505	chr12p13.32
chr12:5356952-5357071	chr12p13.31
chr12:5983838-5983957	chr12p13.31
chr12:6898462-6898581	chr12p13.31
chr12:7806507-7806626	chr12p13.31
chr12:8995152-8995271	chr12p13.31
chr12:9834150-9834269	chr12p13.31
chr12:10459510-10459629	chr12p13.2
chr12:11672427-11672546	chr12p13.2
chr12:11803032-11803152	ETV6_Ex_1
chr12:11905334-11905454	ETV6_Ex_2
chr12:11905454-11905574	ETV6_Ex_2
chr12:11992004-11992124	ETV6_Ex_3
chr12:11992124-11992244	ETV6_Ex_3
chr12:12006301-12006421	ETV6_Ex_4
chr12:12006421-12006541	ETV6_Ex_4
chr12:12022318-12022438	ETV6_Ex_5
chr12:12022438-12022558	ETV6_Ex_5
chr12:12022558-12022678	ETV6_Ex_5
chr12:12022678-12022798	ETV6_Ex_5
chr12:12022798-12022918	ETV6_Ex_5
chr12:12037309-12037429	ETV6_Ex_6
chr12:12037429-12037549	ETV6_Ex_6
chr12:12038850-12038970	ETV6_Ex_7
chr12:12043865-12043985	ETV6_Ex_8
chr12:12836029-12836148	chr12p13.1
chr12:12870734-12870854	CDKN1B_Ex_1
chr12:12870854-12870974	CDKN1B_Ex_1
chr12:12870974-12871094	CDKN1B_Ex_1
chr12:12871094-12871214	CDKN1B_Ex_1
chr12:12871214-12871334	CDKN1B_Ex_1
chr12:12871739-12871859	CDKN1B_Ex_2
chr12:12871859-12871979	CDKN1B_Ex_2
chr12:13680563-13680682	chr12p13.1
chr12:14631052-14631171	chr12p12.3
chr12:15612781-15612900	chr12p12.3
chr12:16232023-16232142	chr12p12.3
chr12:17001758-17001877	chr12p12.3
chr12:17614988-17615107	chr12p12.3
chr12:18556968-18557087	chr12p12.3
chr12:19706605-19706724	chr12p12.3
chr12:20602789-20602908	chr12p12.2
chr12:21791352-21791471	chr12p12.1
chr12:22395785-22395904	chr12p12.1
chr12:22778068-22778188	ETNK1_Ex_1
chr12:22778188-22778308	ETNK1_Ex_1
chr12:22778308-22778428	ETNK1_Ex_1
chr12:22778428-22778548	ETNK1_Ex_1
chr12:22796687-22796807	ETNK1_Ex_2
chr12:22796807-22796927	ETNK1_Ex_2
chr12:22796927-22797047	ETNK1_Ex_2
chr12:22811848-22811968	ETNK1_Ex_3
chr12:22811968-22812088	ETNK1_Ex_3
chr12:22813957-22814077	ETNK1_Ex_4
chr12:22814077-22814197	ETNK1_Ex_4
chr12:22824196-22824316	ETNK1_Ex_5
chr12:22826424-22826544	ETNK1_Ex_6
chr12:22826544-22826664	ETNK1_Ex_6
chr12:22837407-22837527	ETNK1_Ex_7
chr12:22837806-22837926	ETNK1_Ex_8
chr12:23210222-23210341	chr12p12.1
chr12:23891283-23891402	chr12p12.1
chr12:25378478-25378598	KRAS_Ex_4
chr12:25378598-25378718	KRAS_Ex_4
chr12:25380118-25380238	KRAS_Ex_3
chr12:25380238-25380358	KRAS_Ex_3
chr12:25398198-25398318	KRAS_Ex_2
chr12:25417235-25417354	chr12p12.1
chr12:26592229-26592348	chr12p11.23
chr12:27774615-27774734	chr12p11.22
chr12:28709641-28709760	chr12p11.22
chr12:29567946-29568065	chr12p11.22
chr12:30499236-30499355	chr12p11.22
chr12:31348868-31348987	chr12p11.21
chr12:32232163-32232282	chr12p11.21
chr12:33035382-33035501	chr12p11.21
chr12:33734724-33734843	chr12p11.1
chr12:38723222-38723341	chr12q12
chr12:39574935-39575054	chr12q12
chr12:40190247-40190366	chr12q12
chr12:40903041-40903160	chr12q12
chr12:42105350-42105469	chr12q12
chr12:43297852-43297971	chr12q12
chr12:43941285-43941404	chr12q12
chr12:45010162-45010281	chr12q12
chr12:45722940-45723059	chr12q12
chr12:46600997-46601116	chr12q13.11
chr12:47482607-47482726	chr12q13.11
chr12:48545494-48545613	chr12q13.11
chr12:49277272-49277391	chr12q13.12
chr12:50017314-50017434	PRPF40B_Ex_1
chr12:50024298-50024418	PRPF40B_Ex_2
chr12:50025114-50025234	PRPF40B_Ex_3
chr12:50025234-50025354	PRPF40B_Ex_3
chr12:50025633-50025753	PRPF40B_Ex_4
chr12:50026359-50026479	PRPF40B_Ex_5
chr12:50026598-50026718	PRPF40B_Ex_6
chr12:50026787-50026907	PRPF40B_Ex_7
chr12:50027160-50027280	PRPF40B_Ex_8
chr12:50027280-50027400	PRPF40B_Ex_8
chr12:50027360-50027480	PRPF40B_Ex_9
chr12:50027659-50027779	PRPF40B_Ex_10
chr12:50027779-50027899	PRPF40B_Ex_10
chr12:50028065-50028185	PRPF40B_Ex_11
chr12:50028185-50028305	PRPF40B_Ex_11
chr12:50028271-50028391	PRPF40B_Ex_12
chr12:50028822-50028942	PRPF40B_Ex_13
chr12:50028942-50029062	PRPF40B_Ex_13
chr12:50029138-50029258	PRPF40B_Ex_14
chr12:50029546-50029666	PRPF40B_Ex_15
chr12:50029666-50029786	PRPF40B_Ex_15
chr12:50030469-50030589	PRPF40B_Ex_16
chr12:50030589-50030709	PRPF40B_Ex_16
chr12:50031183-50031303	PRPF40B_Ex_17
chr12:50031303-50031423	PRPF40B_Ex_17
chr12:50031506-50031626	PRPF40B_Ex_18
chr12:50035651-50035771	PRPF40B_Ex_19
chr12:50035771-50035891	PRPF40B_Ex_19
chr12:50035978-50036098	PRPF40B_Ex_20
chr12:50036098-50036218	PRPF40B_Ex_20
chr12:50036343-50036463	PRPF40B_Ex_21
chr12:50036703-50036823	PRPF40B_Ex_22
chr12:50036976-50037096	PRPF40B_Ex_23
chr12:50037096-50037216	PRPF40B_Ex_23
chr12:50037444-50037564	PRPF40B_Ex_24
chr12:50037584-50037704	PRPF40B_Ex_25
chr12:50037704-50037824	PRPF40B_Ex_25
chr12:50037873-50037993	PRPF40B_Ex_26
chr12:50361041-50361160	chr12q13.12
chr12:51350226-51350345	chr12q13.13
chr12:52844824-52844943	chr12q13.13
chr12:53682927-53683046	chr12q13.13
chr12:54610971-54611090	chr12q13.2
chr12:54686128-54686248	NFE2_Ex_3
chr12:54686248-54686368	NFE2_Ex_3
chr12:54686368-54686488	NFE2_Ex_3
chr12:54686488-54686608	NFE2_Ex_3
chr12:54686608-54686728	NFE2_Ex_3
chr12:54686728-54686848	NFE2_Ex_3
chr12:54686848-54686968	NFE2_Ex_3
chr12:54686968-54687088	NFE2_Ex_3
chr12:54687088-54687208	NFE2_Ex_3
chr12:54688899-54689019	NFE2_Ex_2
chr12:54689019-54689139	NFE2_Ex_2
chr12:55762460-55762579	chr12q13.2
chr12:57662504-57662623	chr12q14.1
chr12:58804130-58804249	chr12q14.1
chr12:59708768-59708887	chr12q14.1
chr12:60580913-60581032	chr12q14.1
chr12:61271508-61271627	chr12q14.1
chr12:62381354-62381473	chr12q14.1
chr12:63003943-63004062	chr12q14.2
chr12:63833412-63833531	chr12q14.2
chr12:64502969-64503088	chr12q14.2
chr12:65386360-65386479	chr12q14.3
chr12:66232114-66232233	chr12q14.3
chr12:67189078-67189197	chr12q14.3
chr12:68279220-68279339	chr12q15
chr12:68881981-68882100	chr12q15
chr12:69573484-69573603	chr12q15
chr12:70210033-70210152	chr12q15
chr12:71016582-71016701	chr12q15
chr12:71745042-71745161	chr12q21.1
chr12:72346741-72346860	chr12q21.1
chr12:73529630-73529749	chr12q21.1
chr12:74174115-74174234	chr12q21.1
chr12:74871594-74871713	chr12q21.1
chr12:75842757-75842876	chr12q21.2
chr12:77276184-77276303	chr12q21.2
chr12:78252650-78252769	chr12q21.2
chr12:79027361-79027480	chr12q21.2
chr12:79697228-79697347	chr12q21.2
chr12:81137862-81137981	chr12q21.31
chr12:81880480-81880599	chr12q21.31
chr12:82670451-82670570	chr12q21.31
chr12:83274182-83274301	chr12q21.31
chr12:84478734-84478853	chr12q21.31
chr12:85227583-85227702	chr12q21.31
chr12:85994349-85994468	chr12q21.31
chr12:86653569-86653688	chr12q21.32
chr12:87723288-87723407	chr12q21.32
chr12:88347098-88347217	chr12q21.32
chr12:90122830-90122949	chr12q21.33
chr12:90749273-90749392	chr12q21.33
chr12:91683580-91683699	chr12q21.33
chr12:92328724-92328843	chr12q22
chr12:92537826-92537946	BTG1_Ex_2
chr12:92537946-92538066	BTG1_Ex_2
chr12:92538066-92538186	BTG1_Ex_2
chr12:92538186-92538306	BTG1_Ex_2
chr12:92539094-92539214	BTG1_Ex_1
chr12:92539214-92539334	BTG1_Ex_1
chr12:93001519-93001638	chr12q22
chr12:93756099-93756218	chr12q22
chr12:94653168-94653287	chr12q22
chr12:95824342-95824461	chr12q23.1
chr12:96727967-96728086	chr12q23.1
chr12:97341423-97341542	chr12q23.1
chr12:98222881-98223000	chr12q23.1
chr12:99814142-99814261	chr12q23.1
chr12:101227389-101227508	chr12q23.2
chr12:102143251-102143370	chr12q23.2
chr12:103612246-103612365	chr12q23.3
chr12:104212572-104212691	chr12q23.3
chr12:104819048-104819167	chr12q23.3
chr12:105442127-105442246	chr12q23.3
chr12:106332781-106332900	chr12q23.3
chr12:107291324-107291443	chr12q23.3
chr12:108106856-108106975	chr12q23.3
chr12:109293992-109294111	chr12q24.11
chr12:110175331-110175450	chr12q24.11
chr12:111258119-111258238	chr12q24.12
chr12:111855850-111855970	SH2B3_Ex_2
chr12:111855970-111856090	SH2B3_Ex_2
chr12:111856090-111856210	SH2B3_Ex_2
chr12:111856210-111856330	SH2B3_Ex_2
chr12:111856330-111856450	SH2B3_Ex_2
chr12:111856450-111856570	SH2B3_Ex_2
chr12:111856570-111856690	SH2B3_Ex_2
chr12:111884547-111884667	SH2B3_Ex_3
chr12:111884736-111884856	SH2B3_Ex_4
chr12:111884909-111885029	SH2B3_Ex_5
chr12:111885114-111885234	SH2B3_Ex_6
chr12:111885234-111885354	SH2B3_Ex_6
chr12:111885440-111885560	SH2B3_Ex_7
chr12:111885560-111885680	SH2B3_Ex_7
chr12:111885757-111885877	SH2B3_Ex_8
chr12:111885877-111885997	SH2B3_Ex_8
chr12:111885997-111886117	SH2B3_Ex_8
chr12:112856846-112856966	PTPN_Ex_01
chr12:112884050-112884170	PTPN_Ex_02
chr12:112884170-112884290	PTPN_Ex_02
chr12:112888082-112888202	PTPN_Ex_03
chr12:112888202-112888322	PTPN_Ex_03
chr12:112890989-112891109	PTPN_Ex_4
chr12:112891109-112891229	PTPN_Ex_4
chr12:112892278-112892398	PTPN_Ex_5
chr12:112892398-112892518	PTPN_Ex_5
chr12:112893694-112893814	PTPN_Ex_6
chr12:112893814-112893934	PTPN_Ex_6
chr12:112910738-112910858	PTPN_Ex_7
chr12:112915445-112915565	PTPN_Ex_8
chr12:112915651-112915771	PTPN_Ex_9
chr12:112915771-112915891	PTPN_Ex_9
chr12:112919868-112919988	PTPN_Ex_10
chr12:112919988-112920108	PTPN_Ex_10
chr12:112924259-112924379	PTPN_Ex_11
chr12:112924379-112924499	PTPN_Ex_11
chr12:112926197-112926317	PTPN_Ex_12
chr12:112926798-112926918	PTPN_Ex_13
chr12:112926918-112927038	PTPN_Ex_13
chr12:112939868-112939988	PTPN_Ex_14
chr12:112939988-112940108	PTPN_Ex_14
chr12:112942489-112942609	PTPN_Ex_15
chr12:113473656-113473775	chr12q24.13
chr12:114362747-114362866	chr12q24.21
chr12:114976955-114977074	chr12q24.21
chr12:115583741-115583860	chr12q24.21
chr12:116424606-116424725	chr12q24.22
chr12:117342174-117342293	chr12q24.22
chr12:117955973-117956092	chr12q24.23
chr12:118575037-118575156	chr12q24.23
chr12:119376556-119376675	chr12q24.23
chr12:120227361-120227480	chr12q24.31
chr12:121202605-121202724	chr12q24.31
chr12:121829884-121830003	chr12q24.31
chr12:122242634-122242754	SETD1B_Ex_2
chr12:122242754-122242874	SETD1B_Ex_2
chr12:122243014-122243134	SETD1B_Ex_3
chr12:122243661-122243781	SETD1B_Ex_4
chr12:122243781-122243901	SETD1B_Ex_4
chr12:122243901-122244021	SETD1B_Ex_4
chr12:122246034-122246154	SETD1B_Ex_5
chr12:122246154-122246274	SETD1B_Ex_5
chr12:122247429-122247549	SETD1B_Ex_6
chr12:122247549-122247669	SETD1B_Ex_6
chr12:122247669-122247789	SETD1B_Ex_6
chr12:122247789-122247909	SETD1B_Ex_6
chr12:122247909-122248029	SETD1B_Ex_6
chr12:122248029-122248149	SETD1B_Ex_6
chr12:122248149-122248269	SETD1B_Ex_6
chr12:122248269-122248389	SETD1B_Ex_6
chr12:122248389-122248509	SETD1B_Ex_6
chr12:122248509-122248629	SETD1B_Ex_6
chr12:122248629-122248749	SETD1B_Ex_6
chr12:122252002-122252122	SETD1B_Ex_7
chr12:122252122-122252242	SETD1B_Ex_7
chr12:122252242-122252362	SETD1B_Ex_7
chr12:122252362-122252482	SETD1B_Ex_7
chr12:122252482-122252602	SETD1B_Ex_7
chr12:122252602-122252722	SETD1B_Ex_7
chr12:122252722-122252842	SETD1B_Ex_7
chr12:122254919-122255039	SETD1B_Ex_8
chr12:122255039-122255159	SETD1B_Ex_8
chr12:122255159-122255279	SETD1B_Ex_8
chr12:122255206-122255326	SETD1B_Ex_9
chr12:122255326-122255446	SETD1B_Ex_9
chr12:122255446-122255566	SETD1B_Ex_9
chr12:122255695-122255815	SETD1B_Ex_10
chr12:122257250-122257370	SETD1B_Ex_11
chr12:122257370-122257490	SETD1B_Ex_11
chr12:122257490-122257610	SETD1B_Ex_11
chr12:122257610-122257730	SETD1B_Ex_11
chr12:122257730-122257850	SETD1B_Ex_11
chr12:122260366-122260486	SETD1B_Ex_12
chr12:122260486-122260606	SETD1B_Ex_12
chr12:122260606-122260726	SETD1B_Ex_12
chr12:122260726-122260846	SETD1B_Ex_12
chr12:122260846-122260966	SETD1B_Ex_12
chr12:122260966-122261086	SETD1B_Ex_12
chr12:122261086-122261206	SETD1B_Ex_12
chr12:122261206-122261326	SETD1B_Ex_12
chr12:122261326-122261446	SETD1B_Ex_12
chr12:122261446-122261566	SETD1B_Ex_12
chr12:122261566-122261686	SETD1B_Ex_12
chr12:122263086-122263206	SETD1B_Ex_13
chr12:122263206-122263326	SETD1B_Ex_13
chr12:122265385-122265505	SETD1B_Ex_14
chr12:122265505-122265625	SETD1B_Ex_14
